"Story","Title","Result","Date","Stability","Duration (s)"
"Compra a minero de subsistencia","Diligenciar formulario y confirmar transaccion","SUCCESS","2024-12-27T17:46:35.943939-05:00[America/Bogota]","0.0","35.3"
