"Story","Title","Result","Date","Stability","Duration (s)"
"Compra a minero de subsistencia","Diligenciar formulario y confirmar transaccion","ERROR","2024-12-27T17:44:25.1498809-05:00[America/Bogota]","0.0","22.8"
