"Story","Title","Result","Date","Stability","Duration (s)"
"Compra a minero de subsistencia","Diligenciar formulario y confirmar transaccion","ERROR","2024-12-27T17:43:50.1752483-05:00[America/Bogota]","0.0","7.94"
